email,rec,elen,attch,slen,spam
david88@aws.com,12,12,0,11,1
tamar202@aws.com,1,215,0,19,0
david373@me.com,3,92,0,13,0
david24@aws.com,4,107,0,12,0
efi227@me.com,3,156,0,15,0
david37@gmail.com,1,224,0,20,0
tamar376@aws.com,1,83,0,14,0
eli30@google.com,1,228,1,10,0
avi146@me.com,14,249,1,48,1
david261@outlook.com,1,176,0,14,0
david191@gmail.com,5,132,1,18,0
eli310@me.com,2,154,1,12,0
tamar337@google.com,4,235,0,15,0
tamar390@google.com,4,179,0,11,0
tamar34@outlook.com,3,142,0,11,0
eli184@aws.com,4,246,1,12,0
tamar425@outlook.com,4,168,0,13,0
david324@google.com,3,90,1,20,0
avi96@aws.com,2,171,1,12,0
avi73@me.com,23,216,1,12,1
efi415@google.com,1,68,0,16,0
david223@me.com,5,116,1,15,0
tamar228@google.com,12,66,0,12,1
tamar149@google.com,2,1089,0,19,1
efi284@google.com,5,76,0,17,0
david166@outlook.com,2,40,0,17,1
efi211@gmail.com,5,173,0,20,0
efi410@google.com,1,294,0,19,1
efi438@aws.com,2,920,1,16,1
tamar278@gmail.com,6,52,0,13,0
eli49@google.com,5,112,1,11,0
tamar303@aws.com,4,19,0,20,1
eli453@me.com,1,235,0,11,0
david30@outlook.com,6,77,1,12,0
avi447@outlook.com,4,142,1,20,0
david191@outlook.com,3,166,1,18,0
eli262@me.com,2,317,1,20,1
tamar339@me.com,2,45,0,20,1
efi127@gmail.com,2,13,1,18,1
tamar113@outlook.com,1,94,1,10,0
tamar303@google.com,4,21,1,19,1
efi143@outlook.com,2,353,0,18,1
efi236@gmail.com,22,48,1,18,1
eli66@google.com,2,182,1,20,0
david230@aws.com,4,210,1,19,0
eli158@aws.com,3,160,1,15,0
tamar301@outlook.com,14,76,0,64,1
efi255@google.com,6,122,0,17,0
david372@outlook.com,3,52,0,19,0
david151@outlook.com,4,225,0,10,0
avi315@me.com,3,94,0,19,0
david318@me.com,4,16,1,15,1
avi161@outlook.com,4,106,1,19,0
david329@gmail.com,3,88,0,15,0
tamar72@google.com,1,63,1,14,0
efi126@me.com,2,187,0,17,0
david424@me.com,17,128,1,60,1
tamar184@aws.com,2,238,1,19,0
david271@gmail.com,20,66,1,43,1
eli343@google.com,5,142,1,10,0
efi248@me.com,4,125,1,12,0
efi267@gmail.com,3,212,1,10,0
eli220@google.com,2,58,0,20,0
efi328@me.com,1,205,0,19,0
avi14@aws.com,1,674,0,14,1
avi397@me.com,2,50,0,19,0
tamar227@outlook.com,5,131,1,19,0
eli388@google.com,5,126,1,16,0
tamar187@aws.com,1,15,0,12,1
eli312@outlook.com,2,501,0,12,1
tamar138@gmail.com,6,158,1,14,0
efi307@aws.com,4,26,0,13,1
avi263@outlook.com,5,249,1,11,0
david95@me.com,5,195,1,13,0
eli121@google.com,1,164,1,18,0
eli272@outlook.com,5,228,0,17,0
david343@gmail.com,2,247,0,16,0
eli106@outlook.com,1,142,1,15,0
avi379@outlook.com,4,123,1,17,0
efi384@me.com,4,2,1,17,1
david338@outlook.com,2,17,1,19,1
tamar184@outlook.com,1,187,1,15,0
efi180@google.com,3,153,1,11,0
efi416@gmail.com,5,57,1,12,0
tamar61@me.com,4,51,0,18,0
tamar447@google.com,4,102,1,18,0
eli267@aws.com,4,165,1,13,0
david420@outlook.com,1,27,1,10,1
avi61@gmail.com,6,124,1,19,0
eli109@gmail.com,1,34,0,13,1
efi418@outlook.com,6,72,1,17,0
avi208@me.com,3,145,0,16,0
david199@aws.com,1,94,0,13,0
tamar341@gmail.com,21,134,0,54,1
eli32@outlook.com,2,650,0,13,1
avi103@gmail.com,6,195,0,11,0
tamar440@google.com,4,242,1,20,0
eli78@gmail.com,1,1022,1,20,1
eli280@me.com,5,181,1,20,0
eli364@outlook.com,3,68,1,19,0
efi13@google.com,4,88,0,16,0
tamar305@gmail.com,23,174,1,16,1
david303@aws.com,1,189,0,12,0
tamar288@aws.com,1,66,0,13,0
efi404@aws.com,2,459,1,20,1
eli286@aws.com,14,99,1,67,1
efi133@aws.com,1,160,1,15,0
avi91@outlook.com,3,239,0,16,0
david417@aws.com,3,65,1,14,0
efi284@me.com,4,76,1,12,0
avi384@me.com,3,172,1,20,0
eli21@me.com,23,106,1,33,1
tamar104@outlook.com,1,523,0,18,1
david354@google.com,6,82,0,20,0
efi146@gmail.com,2,245,0,15,0
efi336@google.com,3,53,0,14,0
avi99@aws.com,2,924,1,15,1
tamar391@aws.com,14,241,0,70,1
avi50@google.com,4,240,0,14,0
eli185@google.com,5,100,1,10,0
efi346@gmail.com,3,166,1,16,0
david82@aws.com,5,101,1,19,0
tamar243@google.com,2,69,0,13,0
avi203@outlook.com,2,61,0,12,0
avi94@google.com,13,172,0,39,1
tamar2@gmail.com,5,87,1,11,0
tamar54@me.com,3,159,0,20,0
david307@gmail.com,4,207,0,10,0
efi418@gmail.com,3,90,0,10,0
efi196@outlook.com,4,75,0,12,0
eli47@google.com,3,130,0,18,0
david350@google.com,3,15,1,10,1
efi140@me.com,5,229,1,19,0
efi196@outlook.com,1,721,0,20,1
avi162@aws.com,4,189,1,15,0
david448@me.com,5,130,1,17,0
eli323@google.com,4,122,0,10,0
avi105@me.com,1,79,0,15,0
tamar353@outlook.com,2,128,1,12,0
efi417@gmail.com,4,95,0,15,0
david369@google.com,16,18,1,49,1
david329@me.com,1,101,1,17,0
tamar173@google.com,6,98,1,10,0
efi143@me.com,16,229,1,12,1
david248@gmail.com,19,225,1,10,1
efi91@outlook.com,5,190,1,14,0
david203@me.com,6,88,0,11,0
david264@gmail.com,4,82,1,13,0
efi83@google.com,6,100,0,17,0
eli17@google.com,5,216,1,14,0
david237@gmail.com,5,73,1,11,0
eli221@google.com,1,149,1,19,0
tamar436@outlook.com,6,208,0,11,0
avi32@me.com,4,223,1,15,0
efi61@gmail.com,5,97,1,17,0
tamar286@aws.com,3,131,1,15,0
eli27@gmail.com,1,211,1,19,0
david393@aws.com,3,112,1,11,0
efi407@outlook.com,1,207,0,16,0
tamar351@outlook.com,2,58,0,11,0
tamar256@outlook.com,6,238,1,19,0
eli389@outlook.com,4,170,0,16,0
tamar454@me.com,2,216,1,14,0
tamar152@gmail.com,6,231,0,17,0
eli382@aws.com,3,27,1,15,1
efi375@outlook.com,2,39,1,18,1
efi412@outlook.com,2,63,1,15,0
eli359@google.com,2,199,1,20,0
avi220@aws.com,5,89,0,18,0
eli49@google.com,6,59,1,19,0
efi166@aws.com,2,121,0,20,0
david289@gmail.com,5,99,0,16,0
eli114@me.com,12,233,1,48,1
tamar301@me.com,3,148,1,17,0
eli390@google.com,5,154,0,19,0
avi82@google.com,3,112,1,20,0
avi72@outlook.com,2,9,1,14,1
tamar160@outlook.com,2,230,0,16,0
david266@outlook.com,22,43,0,36,1
tamar331@gmail.com,5,165,1,10,0
eli233@outlook.com,2,476,1,16,1
david70@google.com,3,203,0,12,0
eli119@gmail.com,2,97,0,18,0
avi56@gmail.com,4,186,0,20,0
avi447@me.com,6,150,0,16,0
david391@outlook.com,22,186,1,37,1
efi190@gmail.com,4,216,0,17,0
avi383@me.com,1,107,0,19,0
david175@aws.com,2,136,0,12,0
tamar391@google.com,2,513,1,13,1
avi310@outlook.com,4,30,0,17,1
tamar159@outlook.com,4,177,0,12,0
tamar269@google.com,1,208,1,12,0
eli234@aws.com,2,393,0,14,1
avi67@outlook.com,3,98,1,18,0
tamar35@google.com,5,193,1,14,0
efi317@google.com,4,197,0,18,0
eli188@me.com,1,138,0,20,0
david75@outlook.com,4,155,1,16,0
tamar319@me.com,3,171,1,15,0
avi349@aws.com,2,978,1,14,1
david354@gmail.com,2,205,0,14,0
eli11@me.com,3,52,1,20,0
efi154@outlook.com,4,219,1,17,0
david95@aws.com,6,64,1,16,0
efi137@google.com,3,184,0,19,0
efi350@aws.com,6,151,1,13,0
eli217@outlook.com,6,137,1,16,0
efi341@aws.com,5,210,0,10,0
tamar432@google.com,1,138,1,12,0
eli18@google.com,5,208,1,14,0
eli395@aws.com,6,101,0,16,0
david284@google.com,1,103,0,10,0
efi124@me.com,20,15,1,40,1
david67@me.com,4,66,1,11,0
avi65@google.com,1,142,1,19,0
tamar176@outlook.com,11,189,1,52,1
david298@me.com,5,248,0,12,0
david53@me.com,2,573,0,17,1
avi433@gmail.com,1,170,1,19,0
eli154@outlook.com,6,104,0,20,0
avi453@gmail.com,10,150,0,12,1
david210@me.com,2,175,1,11,0
david335@me.com,2,88,1,15,0
efi17@outlook.com,5,115,0,17,0
tamar78@aws.com,6,173,1,14,0
efi330@gmail.com,16,172,1,13,1
david214@google.com,5,230,1,20,0
eli436@me.com,4,77,1,16,0
avi195@aws.com,3,118,0,14,0
efi280@outlook.com,5,205,1,11,0
avi348@gmail.com,2,94,0,11,0
efi201@outlook.com,6,177,0,14,0
eli59@gmail.com,4,132,1,15,0
avi136@aws.com,4,60,1,15,0
tamar357@aws.com,6,208,0,13,0
david43@gmail.com,4,137,0,12,0
david260@google.com,10,245,1,14,1
efi184@gmail.com,2,116,1,10,0
tamar209@outlook.com,4,139,1,19,0
david7@google.com,2,266,0,20,1
eli287@outlook.com,1,561,1,11,1
efi123@outlook.com,2,147,1,19,0
david6@google.com,4,212,1,16,0
tamar442@me.com,5,143,0,16,0
avi212@outlook.com,4,191,1,18,0
david308@me.com,2,116,1,17,0
tamar191@me.com,1,169,0,10,0
avi109@google.com,5,79,0,20,0
avi403@gmail.com,6,77,0,14,0
eli242@gmail.com,3,4,1,19,1
tamar3@gmail.com,2,63,1,15,0
efi318@outlook.com,4,228,1,19,0
avi130@aws.com,3,218,1,16,0
eli132@google.com,5,87,0,16,0
efi246@aws.com,1,208,1,18,0
david151@gmail.com,1,88,1,11,0
david163@gmail.com,3,84,1,16,0
avi89@google.com,3,26,1,19,1
eli81@aws.com,3,181,1,10,0
eli300@me.com,3,21,1,17,1
eli139@outlook.com,19,161,0,18,1
avi141@google.com,6,241,0,13,0
eli428@gmail.com,5,237,0,17,0
avi365@me.com,1,39,1,20,1
avi287@outlook.com,2,89,1,14,0
david132@outlook.com,6,97,1,19,0
eli60@me.com,18,32,1,41,1
avi440@outlook.com,19,142,1,36,1
efi232@aws.com,4,71,0,10,0
eli122@aws.com,2,1042,0,17,1
eli190@gmail.com,19,96,1,14,1
david404@aws.com,2,220,0,19,0
avi292@outlook.com,2,133,1,14,0
avi67@outlook.com,5,175,0,16,0
david159@google.com,6,87,0,11,0
eli49@google.com,6,111,1,10,0
tamar386@gmail.com,21,11,1,12,1
eli230@outlook.com,6,78,1,17,0
eli235@google.com,6,198,1,17,0
efi351@google.com,1,211,1,14,0
tamar331@aws.com,3,199,1,19,0
tamar54@me.com,5,108,1,15,0
avi374@outlook.com,4,192,0,15,0
eli251@gmail.com,4,147,1,17,0
efi365@aws.com,4,111,1,12,0
eli365@google.com,5,59,0,10,0
tamar94@aws.com,1,246,1,20,0
david364@aws.com,5,222,1,15,0
eli131@outlook.com,5,236,0,19,0
david347@google.com,1,213,0,15,0
david11@google.com,2,217,1,18,0
avi143@google.com,5,213,1,12,0
eli352@outlook.com,2,107,1,18,0
avi2@google.com,2,89,0,10,0
tamar180@google.com,5,175,1,19,0
efi83@google.com,1,126,1,15,0
tamar362@aws.com,3,172,1,20,0
eli453@me.com,24,104,1,14,1
eli9@aws.com,2,31,1,20,1
tamar315@gmail.com,4,222,1,16,0
eli78@aws.com,1,249,0,15,0
eli117@outlook.com,2,160,0,17,0
david358@aws.com,3,15,1,11,1
efi380@google.com,17,75,1,31,1
avi374@gmail.com,3,42,0,13,1
avi36@aws.com,1,189,0,18,0
eli257@gmail.com,4,230,0,13,0
tamar187@gmail.com,3,176,1,19,0
avi237@google.com,2,240,1,12,0
efi339@gmail.com,3,84,0,12,0
tamar48@me.com,2,109,0,18,0
avi117@gmail.com,2,44,0,14,1
david266@aws.com,12,148,1,16,1
eli381@gmail.com,1,126,0,19,0
david449@gmail.com,4,59,1,11,0
tamar183@me.com,4,39,0,16,1
eli27@google.com,1,199,1,18,0
eli297@outlook.com,5,157,0,12,0
david369@outlook.com,13,119,0,16,1
eli7@outlook.com,1,954,1,13,1
efi399@outlook.com,2,196,0,14,0
david425@google.com,2,53,1,20,0
david383@outlook.com,6,159,1,18,0
tamar286@aws.com,2,823,1,18,1
tamar431@aws.com,1,219,1,16,0
eli242@gmail.com,6,192,1,17,0
eli354@outlook.com,6,70,0,14,0
avi166@outlook.com,3,60,1,17,0
efi440@me.com,2,182,0,16,0
tamar44@aws.com,2,36,0,18,1
eli197@aws.com,2,134,0,10,0
tamar120@me.com,4,224,1,16,0
avi133@google.com,1,236,0,14,0
tamar186@gmail.com,6,90,1,11,0
avi55@gmail.com,2,476,0,13,1
tamar197@aws.com,3,132,1,14,0
efi151@google.com,6,145,1,16,0
avi434@outlook.com,3,205,1,13,0
tamar56@google.com,5,193,1,10,0
efi368@gmail.com,3,165,1,11,0
david337@aws.com,3,160,1,16,0
avi139@aws.com,4,37,0,12,1
efi265@gmail.com,2,54,1,16,0
efi312@me.com,6,130,1,18,0
eli157@me.com,1,236,1,18,0
eli415@outlook.com,2,73,1,17,0
eli326@me.com,3,174,0,11,0
eli60@gmail.com,1,261,1,14,1
tamar454@gmail.com,1,151,0,14,0
david217@gmail.com,1,64,1,20,0
avi212@google.com,2,574,1,12,1
efi196@aws.com,6,193,0,16,0
tamar382@aws.com,1,101,1,17,0
eli431@google.com,1,130,0,14,0
avi401@google.com,6,248,0,11,0
avi360@gmail.com,2,180,0,19,0
david123@gmail.com,3,198,1,16,0
efi96@outlook.com,5,214,1,20,0
efi70@aws.com,1,115,0,11,0
eli394@aws.com,4,78,1,11,0
david432@google.com,6,183,0,11,0
david327@outlook.com,1,200,0,14,0
avi427@google.com,20,238,0,10,1
efi368@google.com,10,14,1,64,1
avi139@outlook.com,1,188,0,10,0
eli399@aws.com,16,210,0,70,1
tamar440@google.com,3,133,0,11,0
tamar119@outlook.com,5,245,0,17,0
tamar161@outlook.com,2,1025,0,18,1
efi253@google.com,6,148,0,13,0
avi442@outlook.com,23,32,0,18,1
efi72@me.com,6,145,1,15,0
avi305@me.com,24,131,0,17,1
david62@gmail.com,4,103,1,10,0
david163@outlook.com,3,8,1,15,1
eli394@aws.com,4,64,1,19,0
tamar182@me.com,3,73,1,13,0
eli26@google.com,6,151,1,14,0
david155@outlook.com,4,162,0,12,0
eli215@outlook.com,1,194,0,13,0
david181@aws.com,2,215,1,10,0
avi169@google.com,1,675,1,14,1
efi411@google.com,4,158,1,16,0
efi48@outlook.com,5,72,1,17,0
avi200@gmail.com,1,175,1,14,0
efi169@gmail.com,16,28,1,25,1
efi243@me.com,1,155,0,12,0
eli209@aws.com,3,90,1,11,0
efi275@gmail.com,3,11,0,15,1
david206@outlook.com,1,805,1,10,1
efi175@outlook.com,1,483,0,11,1
david417@outlook.com,4,81,1,19,0
tamar387@me.com,3,96,0,18,0
eli120@gmail.com,3,223,0,10,0
eli375@outlook.com,4,45,0,20,1
david414@gmail.com,3,151,0,17,0
efi132@google.com,1,102,1,15,0
efi408@outlook.com,4,119,0,14,0
tamar284@google.com,23,186,1,16,1
avi96@outlook.com,4,213,0,17,0
eli428@aws.com,3,119,1,17,0
david98@gmail.com,2,78,1,16,0
david107@google.com,4,136,1,13,0
eli119@gmail.com,4,228,0,14,0
efi62@google.com,4,12,0,13,1
efi444@google.com,2,695,1,17,1
avi21@me.com,1,151,1,19,0
david304@me.com,6,173,0,17,0
avi347@google.com,4,30,0,11,1
eli378@me.com,23,160,1,10,1
eli60@outlook.com,4,125,1,15,0
tamar236@google.com,4,30,0,20,1
eli52@gmail.com,4,172,0,10,0
david120@outlook.com,5,177,0,10,0
avi202@me.com,4,218,0,13,0
efi80@outlook.com,2,62,0,12,0
tamar101@me.com,1,32,0,19,1
eli32@google.com,3,10,1,11,1
avi369@gmail.com,4,228,1,11,0
tamar215@aws.com,2,180,0,17,0
david233@gmail.com,1,114,1,13,0
eli404@aws.com,6,219,1,10,0
eli281@me.com,23,36,0,15,1
david290@me.com,6,134,0,12,0
efi454@google.com,1,127,1,13,0
tamar92@google.com,1,150,1,13,0
avi211@outlook.com,6,121,1,14,0
tamar208@google.com,6,202,1,18,0
david439@aws.com,1,668,0,14,1
eli214@outlook.com,1,117,1,20,0
avi175@google.com,5,93,1,18,0
tamar370@aws.com,11,193,0,13,1
david95@me.com,3,110,0,13,0
david65@gmail.com,3,90,1,15,0
david74@google.com,1,191,0,17,0
tamar189@me.com,13,95,0,12,1
eli416@me.com,1,119,0,15,0
efi21@google.com,2,94,1,20,0
eli119@google.com,4,229,1,19,0
avi254@gmail.com,4,8,1,19,1
eli310@outlook.com,1,50,0,18,0
eli263@aws.com,21,101,1,19,1
efi378@gmail.com,2,23,1,17,1
eli364@aws.com,3,71,1,15,0
david303@google.com,2,154,1,14,0
david196@google.com,24,141,0,15,1
tamar347@aws.com,1,127,0,10,0
david375@aws.com,3,27,0,20,1
david80@aws.com,2,842,0,13,1
tamar217@outlook.com,1,149,0,15,0
tamar347@aws.com,1,247,1,18,0
eli233@gmail.com,4,234,0,14,0
efi133@gmail.com,6,53,0,19,0
efi287@google.com,2,16,1,16,1
tamar304@gmail.com,12,231,1,62,1
avi191@gmail.com,3,173,1,18,0
avi382@google.com,6,186,1,18,0
tamar303@gmail.com,4,216,0,14,0
eli204@outlook.com,4,245,1,20,0
avi394@gmail.com,1,163,1,16,0
tamar452@gmail.com,1,743,1,11,1
eli353@google.com,5,83,0,17,0
avi15@aws.com,4,212,1,11,0
eli109@google.com,5,182,0,16,0
efi92@me.com,13,196,1,16,1
eli411@outlook.com,2,92,0,12,0
eli430@aws.com,5,57,0,16,0
eli118@outlook.com,16,39,1,18,1
avi332@gmail.com,1,106,0,12,0
eli66@me.com,3,80,1,13,0
avi189@outlook.com,16,75,0,11,1
david346@google.com,6,176,1,12,0
avi447@aws.com,1,19,0,16,1
eli328@me.com,14,92,1,13,1
tamar250@google.com,1,231,0,20,0
tamar289@aws.com,3,10,1,11,1
tamar177@me.com,24,78,1,14,1
efi52@aws.com,4,104,0,12,0
efi216@me.com,17,119,1,20,1
david105@google.com,3,74,0,17,0
tamar21@outlook.com,4,197,0,18,0
tamar29@outlook.com,2,72,1,17,0
avi138@me.com,5,220,1,17,0
eli321@me.com,2,145,1,16,0
avi32@google.com,3,9,1,17,1
david12@me.com,17,250,1,20,1
david162@gmail.com,5,186,0,12,0
tamar288@outlook.com,3,88,0,14,0
efi269@google.com,4,100,0,12,0
david28@gmail.com,1,160,1,12,0
efi404@gmail.com,5,87,0,13,0
david17@outlook.com,4,152,1,19,0
avi333@outlook.com,1,43,0,13,1
david416@google.com,2,157,0,16,0
david238@outlook.com,6,96,1,20,0
tamar37@google.com,6,206,0,14,0
david167@me.com,5,69,0,13,0
tamar79@google.com,3,228,0,14,0
efi219@google.com,2,85,1,11,0
david379@outlook.com,4,232,0,10,0
tamar141@me.com,24,166,1,16,1
avi207@gmail.com,5,101,1,12,0
eli65@aws.com,22,110,0,28,1
avi108@google.com,3,195,1,18,0
avi174@gmail.com,5,247,1,16,0
efi186@gmail.com,5,95,1,17,0
efi297@outlook.com,1,56,0,19,0
david248@outlook.com,2,43,0,17,1
avi208@gmail.com,2,205,0,12,0
avi160@gmail.com,1,173,0,11,0
efi244@aws.com,6,154,0,10,0
efi257@aws.com,6,60,1,15,0
david39@gmail.com,4,194,0,20,0
david127@outlook.com,2,997,0,17,1
tamar349@google.com,6,235,1,16,0
avi184@me.com,4,137,1,20,0
tamar61@google.com,2,223,0,10,0
eli452@gmail.com,1,162,1,11,0
eli451@me.com,4,202,0,12,0
efi110@outlook.com,2,102,1,12,0
david264@gmail.com,6,132,0,10,0
eli391@outlook.com,4,181,0,13,0
david194@google.com,4,38,1,15,1
david250@google.com,3,134,1,18,0
efi133@outlook.com,4,124,1,12,0
efi441@gmail.com,6,129,0,19,0
tamar121@aws.com,10,23,1,19,1
avi108@google.com,2,125,0,10,0
eli21@aws.com,6,119,1,17,0
tamar226@gmail.com,5,54,0,13,0
avi419@me.com,6,186,0,11,0
avi348@google.com,2,29,1,20,1
eli351@google.com,6,138,1,12,0
avi234@me.com,6,149,1,15,0
avi148@outlook.com,2,530,1,20,1
tamar375@aws.com,1,186,0,19,0
eli251@google.com,2,677,1,15,1
efi416@outlook.com,2,71,0,16,0
eli333@google.com,3,7,1,16,1
avi116@google.com,2,126,0,19,0
david243@google.com,6,182,0,11,0
david57@aws.com,1,235,0,16,0
avi287@outlook.com,3,72,1,17,0
avi394@google.com,5,209,0,10,0
avi222@google.com,2,170,0,11,0
david220@aws.com,6,75,1,10,0
tamar97@gmail.com,2,121,1,19,0
avi291@me.com,6,176,0,16,0
tamar148@aws.com,3,145,1,16,0
eli291@outlook.com,1,86,0,19,0
david310@gmail.com,4,216,0,17,0
avi200@me.com,5,209,1,14,0
avi19@google.com,6,62,1,14,0
david87@outlook.com,1,219,0,16,0
david129@gmail.com,4,160,1,12,0
avi31@google.com,1,357,0,10,1
efi144@gmail.com,6,170,1,12,0
eli378@aws.com,2,209,0,14,0
david149@google.com,5,78,1,12,0
eli233@google.com,6,121,1,16,0
eli171@me.com,2,97,1,11,0
efi349@google.com,1,146,1,20,0
david95@aws.com,4,98,1,12,0
david349@gmail.com,22,209,1,65,1
tamar247@me.com,5,139,1,10,0
eli301@gmail.com,23,187,1,59,1
eli419@aws.com,1,152,1,10,0
efi347@me.com,4,42,0,13,1
avi317@gmail.com,1,141,0,20,0
avi455@outlook.com,1,19,1,10,1
david2@outlook.com,3,182,1,19,0
david210@gmail.com,23,156,1,19,1
efi361@google.com,6,147,1,18,0
efi46@me.com,1,213,0,16,0
eli214@google.com,1,66,1,20,0
efi327@outlook.com,6,54,0,15,0
efi344@aws.com,1,204,1,13,0
efi354@gmail.com,22,195,0,14,1
david163@google.com,4,15,0,19,1
tamar277@aws.com,22,218,1,25,1
tamar2@me.com,2,208,1,16,0
avi418@outlook.com,4,146,1,18,0
tamar52@outlook.com,5,219,1,16,0
eli113@aws.com,1,103,0,13,0
tamar5@outlook.com,3,26,1,16,1
tamar114@gmail.com,2,523,1,11,1
eli51@outlook.com,4,87,0,11,0
tamar282@google.com,19,66,1,13,1
tamar454@aws.com,6,215,1,14,0
eli388@gmail.com,22,97,0,12,1
tamar392@aws.com,15,115,1,18,1
david22@gmail.com,4,11,0,14,1
david86@outlook.com,2,1080,1,11,1
efi9@me.com,4,96,0,14,0
efi40@gmail.com,3,132,1,11,0
eli24@aws.com,22,186,0,20,1
david34@gmail.com,3,240,0,10,0
eli18@aws.com,3,144,1,12,0
avi142@gmail.com,3,189,1,16,0
avi254@outlook.com,2,95,1,12,0
avi43@google.com,4,67,0,16,0
efi343@gmail.com,6,226,1,16,0
efi221@outlook.com,2,241,1,11,0
efi151@gmail.com,1,106,0,16,0
eli378@gmail.com,2,843,0,17,1
david192@google.com,1,16,1,10,1
tamar375@gmail.com,4,102,0,16,0
eli367@gmail.com,4,171,1,12,0
david122@gmail.com,2,139,0,10,0
avi230@google.com,2,206,0,19,0
tamar358@google.com,6,207,0,12,0
david50@me.com,5,91,0,16,0
david187@outlook.com,4,191,0,19,0
tamar441@aws.com,6,166,1,11,0
avi29@aws.com,1,216,0,18,0
eli115@me.com,4,66,0,16,0
eli367@me.com,4,211,1,18,0
david282@me.com,1,134,1,10,0
avi67@me.com,2,63,0,17,0
tamar106@outlook.com,5,130,1,12,0
eli321@aws.com,1,189,1,12,0
avi270@gmail.com,4,218,0,13,0
david445@me.com,2,417,0,14,1
david292@gmail.com,4,182,0,11,0
efi431@me.com,11,176,0,13,1
efi388@me.com,1,24,0,14,1
tamar211@aws.com,1,226,0,15,0
avi287@gmail.com,19,190,1,58,1
avi6@gmail.com,3,53,1,16,0
eli58@gmail.com,5,144,1,16,0
avi230@me.com,2,22,1,14,1
tamar376@aws.com,3,95,1,12,0
tamar187@me.com,13,194,1,19,1
eli156@outlook.com,2,228,0,18,0
eli313@me.com,4,199,0,19,0
efi38@outlook.com,2,130,1,17,0
avi203@gmail.com,2,200,0,14,0
tamar192@aws.com,2,67,1,11,0
tamar202@gmail.com,2,193,1,20,0
tamar398@me.com,6,144,0,15,0
efi222@outlook.com,2,209,0,19,0
tamar439@gmail.com,6,123,1,10,0
eli195@outlook.com,2,203,1,18,0
david143@outlook.com,4,171,0,14,0
tamar411@me.com,4,216,1,19,0
eli310@me.com,6,199,0,12,0
david321@google.com,2,217,1,17,0
avi334@outlook.com,1,162,0,10,0
tamar181@aws.com,16,213,1,70,1
eli261@me.com,5,245,1,18,0
tamar384@aws.com,5,132,0,16,0
tamar311@aws.com,1,106,0,17,0
eli419@google.com,13,118,1,17,1
tamar377@google.com,5,232,1,13,0
avi137@outlook.com,15,220,1,20,1
avi118@gmail.com,4,212,1,11,0
avi121@me.com,2,215,1,15,0
eli260@google.com,3,170,1,17,0
eli30@google.com,19,236,1,12,1
avi201@aws.com,2,37,0,11,1
avi379@outlook.com,2,115,0,13,0
david24@me.com,1,427,1,18,1
eli8@google.com,2,65,0,13,0
eli33@me.com,6,205,0,10,0
efi96@aws.com,1,173,0,20,0
eli95@me.com,2,191,1,20,0
eli48@aws.com,3,120,0,16,0
efi279@outlook.com,3,91,1,19,0
efi140@aws.com,5,104,0,11,0
efi299@me.com,5,162,1,11,0
tamar434@gmail.com,4,208,0,16,0
david379@me.com,19,200,1,37,1
tamar18@outlook.com,15,79,1,37,1
efi224@aws.com,4,132,0,10,0
efi283@me.com,4,245,1,17,0
david261@me.com,11,23,0,18,1
david45@outlook.com,3,151,1,15,0
eli11@gmail.com,4,238,1,20,0
avi300@google.com,3,190,0,20,0
tamar291@outlook.com,3,243,1,14,0
david288@aws.com,12,192,1,12,1
eli30@aws.com,4,218,1,13,0
efi188@outlook.com,4,196,1,11,0
eli44@google.com,3,168,1,19,0
eli119@aws.com,4,206,1,15,0
avi177@google.com,1,196,0,14,0
tamar199@aws.com,19,151,1,52,1
david364@google.com,2,207,0,18,0
avi45@aws.com,1,194,0,11,0
tamar45@aws.com,1,119,1,14,0
david88@gmail.com,18,24,1,46,1
efi4@aws.com,2,77,0,12,0
eli7@aws.com,5,181,1,19,0
david39@google.com,2,144,0,13,0
eli357@gmail.com,6,174,1,18,0
david110@google.com,2,186,0,16,0
david268@outlook.com,5,131,1,10,0
efi380@me.com,2,146,0,15,0
david409@google.com,1,567,1,12,1
efi32@google.com,1,663,1,16,1
efi408@outlook.com,5,250,0,10,0
efi8@google.com,22,42,1,14,1
eli239@me.com,1,23,1,14,1
efi98@gmail.com,18,140,0,70,1
efi242@me.com,3,173,0,10,0
david341@gmail.com,2,100,1,15,0
efi384@google.com,3,107,0,20,0
efi12@outlook.com,2,211,0,20,0
david180@outlook.com,4,238,1,14,0
avi241@outlook.com,6,229,0,19,0
david68@google.com,18,12,1,16,1
david110@outlook.com,6,247,1,13,0
tamar77@google.com,13,160,1,54,1
avi454@me.com,2,189,1,12,0
tamar38@aws.com,3,127,0,20,0
eli303@google.com,4,223,0,17,0
tamar59@aws.com,2,298,0,14,1
efi343@outlook.com,2,130,0,19,0
david331@gmail.com,1,136,0,18,0
eli151@me.com,1,95,1,14,0
eli334@me.com,1,36,0,17,1
efi269@aws.com,6,209,0,15,0
avi107@outlook.com,4,247,1,11,0
david394@me.com,1,693,1,11,1
tamar25@gmail.com,5,195,0,12,0
david231@aws.com,6,104,0,12,0
david307@outlook.com,6,147,0,15,0
eli384@gmail.com,1,158,0,19,0
avi343@aws.com,5,77,0,14,0
eli351@aws.com,3,12,0,19,1
tamar83@gmail.com,2,134,1,18,0
tamar80@aws.com,19,202,1,38,1
david222@aws.com,2,110,0,11,0
tamar129@gmail.com,2,6,1,20,1
